Date,ClosePrice,A,B,C,D,E,F,G
20141127,27.94,9.51709 ,1.02150 ,1.37959 ,-0.56667 ,-0.33251 ,0.33819 ,-1.67593 
20141128,28.21,9.31345 ,2.42686 ,1.04621 ,-0.94806 ,-0.01829 ,-0.19196 ,-0.98628 
20141201,28.03,9.19428 ,0.79661 ,0.24511 ,1.55210 ,-0.05645 ,-1.94295 ,0.00154 
20141202,27.97,9.46921 ,1.74553 ,0.19724 ,0.23638 ,0.18254 ,-0.24954 ,-1.28354 
20141203,27.98,9.31669 ,2.34321 ,0.82904 ,0.28778 ,-0.10702 ,-0.03974 ,-1.23351 
20141204,27.99,9.20851 ,2.31071 ,1.85949 ,1.02247 ,-0.61304 ,-0.18818 ,-1.00256 
20141205,27.95,9.21082 ,2.89730 ,1.35162 ,0.68248 ,-0.01006 ,-0.55635 ,-0.46455 
20141208,28.22,9.20965 ,3.09098 ,0.97018 ,0.41993 ,0.55724 ,-0.35629 ,-1.13329 
20141209,28.29,9.12494 ,1.28080 ,-5.10678 ,2.04257 ,2.51702 ,-1.96397 ,-1.52128 
20141210,28.29,9.64666 ,-0.40987 ,0.19119 ,2.83175 ,-0.73695 ,-0.23014 ,-1.48871 
20141211,27.94,9.86535 ,-0.67591 ,1.36064 ,2.86491 ,-1.23003 ,0.44210 ,-1.30411 
20141212,27.98,9.81356 ,1.77246 ,-0.09458 ,-0.09533 ,0.14579 ,2.67690 ,-2.43275 
20141215,27.77,9.39295 ,2.55262 ,-0.18318 ,0.13349 ,0.46795 ,0.77441 ,-0.55192 
20141216,28.03,9.15905 ,3.57689 ,0.51221 ,-0.56821 ,0.03647 ,0.73833 ,-0.25743 
20141217,27.71,8.89274 ,2.08629 ,0.49257 ,1.46926 ,-0.33333 ,-1.19000 ,1.07155 
20141218,27.85,9.03219 ,3.71781 ,0.67863 ,-0.08565 ,-0.08210 ,0.75153 ,-0.83598 
20141219,27.62,8.70362 ,3.26282 ,0.70135 ,1.28259 ,-0.12779 ,-0.62896 ,-0.34444 
20141222,27.76,8.60039 ,4.53093 ,0.48581 ,0.14651 ,-0.04348 ,0.47651 ,-1.14928 
20141223,27.85,8.34485 ,4.05698 ,1.30875 ,1.29529 ,-0.55934 ,-0.85349 ,0.30983 
20141224,27.85,8.45103 ,2.82912 ,0.63607 ,2.39512 ,-0.28575 ,-0.48104 ,-0.39083 
20141225,27.81,8.58979 ,2.55322 ,-1.44127 ,2.48090 ,0.98775 ,0.21448 ,-1.48436 
20141226,27.87,8.54998 ,2.81875 ,0.63036 ,2.68372 ,-0.28843 ,0.63558 ,-0.92247 
20141227,27.88,8.45741 ,3.68407 ,-4.63740 ,0.92742 ,2.44692 ,0.56638 ,-1.41706 
20141229,27.99,8.34090 ,2.07831 ,-4.13649 ,2.13236 ,1.32225 ,-0.19886 ,-0.23808 
20141230,27.9,8.62647 ,0.52659 ,-0.30839 ,3.33075 ,-0.93327 ,0.45966 ,0.00429 
20141231,27.59,8.74525 ,1.01787 ,-2.99228 ,1.92782 ,0.23166 ,1.17785 ,-0.46169 
20150105,27.56,8.54890 ,3.03313 ,0.08885 ,0.50371 ,-0.89486 ,2.47375 ,-0.77628 
20150106,27.69,8.09666 ,4.00981 ,1.80809 ,0.79466 ,-1.36121 ,1.28257 ,0.67559 
20150107,28.03,8.06026 ,3.25092 ,1.18804 ,1.15371 ,-0.77652 ,0.60101 ,1.21741 
20150108,28.08,8.28845 ,0.15630 ,-1.45063 ,3.17029 ,0.44727 ,-1.21581 ,1.24522 
20150109,28.35,8.85869 ,-0.32754 ,-4.11880 ,2.02658 ,0.91462 ,0.31771 ,-0.75015 
20150112,28.47,9.23134 ,-1.80774 ,-2.50982 ,3.07421 ,-0.53411 ,-0.04326 ,-0.32037 
20150113,28.54,9.83279 ,-2.85721 ,-0.49585 ,3.24541 ,-1.21413 ,0.71994 ,-0.46610 
20150114,28.25,10.14992 ,-3.32363 ,-0.19557 ,2.91735 ,-1.09973 ,1.11893 ,0.37865 
20150115,28.13,10.32945 ,-1.89970 ,-0.56835 ,0.78681 ,-0.33772 ,3.02657 ,-0.15009 
20150116,28.13,10.05884 ,-0.51086 ,1.40599 ,-0.04692 ,-0.71257 ,2.48613 ,1.34414 
20150119,28.03,9.92105 ,-0.19660 ,2.11501 ,-0.31652 ,-0.55422 ,1.47707 ,1.97027 
20150120,27.85,9.78147 ,1.14243 ,0.74045 ,-1.24125 ,0.93631 ,0.58405 ,1.87139 
20150121,27.76,9.51552 ,2.66969 ,1.58925 ,-1.83296 ,0.65964 ,0.20035 ,1.69885 
20150122,27.59,9.15668 ,3.66700 ,0.43981 ,-2.05072 ,1.09080 ,-0.42489 ,1.31028 
20150123,27.9,8.79015 ,4.86665 ,0.24284 ,-2.36936 ,1.00633 ,-0.79805 ,0.95338 
20150126,28.03,8.47782 ,2.94706 ,-0.51423 ,0.48646 ,0.70921 ,-3.11309 ,1.50462 
20150127,27.36,8.85933 ,1.41454 ,0.77484 ,1.78315 ,-0.29863 ,-2.06204 ,0.25508 
20150128,27.15,8.62302 ,4.97889 ,-4.77209 ,-2.32698 ,1.94748 ,1.44878 ,-1.67627 
20150129,27.15,7.63484 ,6.13436 ,-0.11396 ,-1.14303 ,-0.50226 ,1.09337 ,-0.32258 
20150130,27.48,7.03695 ,6.43089 ,1.74258 ,-0.11924 ,-1.32826 ,-0.20800 ,0.55332 
20150202,27.4,6.96893 ,4.86821 ,1.12643 ,1.73253 ,-0.82762 ,-1.89329 ,1.24484 
20150203,26.93,7.24842 ,4.24242 ,1.12039 ,2.11558 ,-0.97223 ,-0.36597 ,-0.63309 
20150204,26.99,6.84035 ,6.42472 ,-2.67876 ,-0.49163 ,0.74736 ,1.41836 ,-1.64193 
20150205,26.98,6.22186 ,6.19924 ,2.10740 ,1.36017 ,-1.67601 ,0.10568 ,-0.06894 
20150206,27.3,6.03023 ,6.65187 ,1.60899 ,1.29436 ,-1.06836 ,-0.34365 ,0.33934 
20150209,27.48,6.04866 ,4.53215 ,-0.12001 ,3.44083 ,-0.05920 ,-1.61377 ,0.49265 
20150210,27.35,6.47898 ,1.81581 ,-1.52896 ,4.82034 ,-0.12070 ,-0.39687 ,-0.71159 
20150211,27.26,6.82122 ,2.05379 ,0.47992 ,3.85624 ,-1.00885 ,1.47436 ,-1.09109 
20150212,27.26,6.69739 ,2.69436 ,0.09498 ,3.05293 ,-0.66976 ,2.06346 ,-0.72349 
20150213,27.2,6.54938 ,3.19776 ,-1.26800 ,2.46831 ,0.53227 ,1.66114 ,-0.05882 
20150224,26.85,6.51871 ,3.46226 ,1.30756 ,2.09591 ,-0.52908 ,1.92243 ,1.17483 
20150225,26.84,6.17964 ,5.04261 ,-2.73895 ,-0.23123 ,1.50824 ,2.52937 ,0.86771 
20150226,26.53,5.53627 ,4.60608 ,-1.65956 ,1.00359 ,0.53578 ,0.95709 ,2.05817 
20150302,26.52,5.06194 ,5.89077 ,-2.03894 ,0.10854 ,0.45483 ,0.94230 ,2.18729 
20150303,25.88,4.59703 ,6.18136 ,1.23983 ,1.14477 ,-0.80399 ,0.18018 ,2.30072 
20150304,26.02,3.92630 ,8.82227 ,-3.74173 ,-2.09183 ,1.20025 ,2.17500 ,1.51003 
20150305,27.07,3.02222 ,7.73689 ,1.54136 ,0.73773 ,-1.19987 ,0.04911 ,2.38183 
20150306,27.03,3.26328 ,1.75767 ,-2.98208 ,5.49459 ,-0.44796 ,-4.27673 ,3.42677 
20150309,26.49,4.59405 ,0.85366 ,-0.41843 ,4.59462 ,-1.16387 ,-1.20687 ,1.29639 
20150310,26.29,4.73655 ,3.15909 ,1.05597 ,2.06428 ,-1.47667 ,2.79278 ,-0.64593 
20150311,25.88,4.03386 ,4.11968 ,0.99744 ,1.71218 ,-0.78348 ,2.54666 ,-0.01785 
20150312,25.89,3.26535 ,6.51344 ,-1.02936 ,-0.77643 ,0.72284 ,2.49059 ,1.39888 
20150313,26.2,2.68060 ,6.57415 ,1.47658 ,-0.16433 ,-0.53246 ,2.07878 ,2.21299 
20150316,26.16,2.56032 ,4.45655 ,0.37463 ,2.06198 ,-0.11912 ,0.21337 ,2.02094 
20150317,26.02,2.76619 ,3.79762 ,0.33363 ,2.24370 ,0.05213 ,0.50090 ,1.04130 
20150318,26.2,2.71204 ,4.50571 ,1.30338 ,1.83364 ,-0.36309 ,1.30166 ,0.01285 
20150319,26.16,2.54032 ,3.63191 ,0.71141 ,3.08442 ,-0.08379 ,-0.09714 ,0.15095 
20150320,26.48,2.69260 ,3.77225 ,1.24055 ,2.57770 ,-0.19955 ,0.92280 ,0.40324 
20150323,26.17,2.72264 ,1.18253 ,-1.91378 ,4.31049 ,1.11528 ,-0.50585 ,0.96725 
20150324,26.33,2.99727 ,1.87764 ,-0.27741 ,2.66947 ,0.34229 ,2.23734 ,-0.12453 
20150325,26.04,2.87427 ,1.30218 ,0.62510 ,3.67921 ,-0.02649 ,1.14390 ,0.78716 
20150326,26.11,2.87340 ,3.18222 ,1.16889 ,1.85812 ,-0.05825 ,2.89004 ,0.22946 
20150327,26.29,2.53685 ,3.12490 ,0.51338 ,2.10627 ,0.62935 ,1.62456 ,1.16322 
20150330,26.06,2.59901 ,1.39144 ,0.06241 ,3.25428 ,0.67298 ,1.08533 ,1.22608 
20150331,25.57,2.75786 ,2.89309 ,0.03347 ,0.93475 ,0.97612 ,2.37195 ,0.90312 
20150401,25.13,2.01264 ,4.35867 ,-4.85990 ,-0.95398 ,2.82183 ,2.94197 ,0.84810 
20150402,25.29,1.01308 ,6.96487 ,-2.40532 ,-1.90934 ,1.42732 ,2.55969 ,1.46208 
20150407,25.29,0.28661 ,6.44462 ,0.80830 ,-0.09881 ,-0.24061 ,0.51647 ,2.46248 
20150408,25.19,0.12219 ,5.99672 ,-0.07716 ,0.35729 ,0.17183 ,0.27223 ,1.86301 
20150409,25.33,-0.09015 ,6.34446 ,0.96926 ,0.75018 ,-0.22389 ,0.29516 ,1.20262 
20150410,25.36,-0.27715 ,4.91093 ,1.77763 ,2.76220 ,-1.01529 ,-0.30687 ,0.70058 
20150413,25.17,-0.25119 ,4.62544 ,-0.77521 ,2.82060 ,0.34203 ,-0.28905 ,-0.07832 
20150414,24.97,-0.28661 ,5.91108 ,0.79668 ,1.36590 ,-0.15581 ,1.22054 ,-0.40759 
20150415,24.84,-0.71030 ,6.68148 ,1.44666 ,1.17836 ,-0.35023 ,1.52735 ,-0.08808 
20150416,24.37,-1.27676 ,7.32262 ,-0.61847 ,1.04859 ,0.87735 ,0.92786 ,0.74068 
20150417,24.45,-1.96139 ,9.12636 ,-3.53555 ,-0.98058 ,1.92866 ,1.53658 ,0.95351 
20150420,24.23,-2.71587 ,8.55393 ,1.59720 ,1.25048 ,-0.79294 ,-0.16548 ,1.88234 
20150421,23.99,-3.11064 ,8.99956 ,-0.19310 ,0.69377 ,0.06200 ,0.39036 ,1.29762 
20150422,24.11,-3.76345 ,9.57265 ,-3.00564 ,-0.04496 ,1.48371 ,0.42403 ,0.90805 
20150423,23.89,-4.30358 ,7.83470 ,-0.71870 ,2.09499 ,-0.31155 ,-0.62296 ,1.51467 
20150424,23.8,-4.49756 ,8.36743 ,-1.57422 ,1.10817 ,-0.01573 ,0.53378 ,0.97567 
20150427,23.82,-4.96794 ,8.33861 ,-0.30976 ,1.52883 ,-0.56467 ,0.53269 ,1.13411 
20150428,23.87,-5.28885 ,7.55267 ,0.59575 ,2.49458 ,-0.91971 ,0.28405 ,0.94242 
20150429,23.87,-5.41114 ,7.24611 ,0.24703 ,2.52398 ,-0.58637 ,0.11624 ,1.26982 
20150430,23.47,-5.46463 ,6.50783 ,1.56323 ,3.30295 ,-1.19727 ,0.31489 ,0.91061 
20150504,23.04,-5.77720 ,8.16124 ,-0.29116 ,1.28938 ,-0.06856 ,2.41722 ,-0.18757 
20150505,23.5,-6.81446 ,9.33027 ,-4.67507 ,-0.41854 ,1.63713 ,1.98092 ,1.16213 
20150506,23.49,-7.34842 ,6.48677 ,-0.90659 ,3.46633 ,-0.64645 ,-1.17015 ,2.91375 
20150507,23.27,-6.97737 ,5.40379 ,-0.76447 ,2.91533 ,-0.78782 ,0.37689 ,1.62729 
20150508,23.36,-7.16382 ,5.71183 ,-0.64308 ,2.21398 ,-0.53850 ,1.69712 ,1.03418 
20150511,23.35,-7.40545 ,4.59039 ,1.06479 ,3.65121 ,-1.28025 ,1.41276 ,0.99493 
20150512,23.18,-7.42299 ,4.41349 ,1.00492 ,3.17360 ,-0.74283 ,1.37461 ,1.72141 
20150513,23.18,-7.52212 ,5.20119 ,1.16643 ,2.01004 ,-0.32349 ,2.32290 ,1.61754 
20150514,22.78,-7.77426 ,4.94655 ,-0.36244 ,1.90413 ,0.79241 ,1.75684 ,1.27182 
20150515,22.72,-8.17351 ,6.81371 ,0.39792 ,0.13282 ,0.62027 ,2.72291 ,1.73161 
20150518,22.27,-8.84228 ,7.33028 ,-0.12643 ,0.38863 ,0.87518 ,1.04746 ,2.19161 
20150519,20.38,-9.52346 ,9.09792 ,-0.67377 ,-0.99816 ,1.11531 ,1.74645 ,2.06046 
20150520,21.07,-11.69169 ,16.05666 ,-7.88833 ,-8.91946 ,3.12489 ,7.47063 ,2.28084 
20150521,21.43,-14.27511 ,11.24873 ,-5.70543 ,-1.69668 ,0.38147 ,-0.30655 ,4.40423 
20150522,21.76,-14.14895 ,8.15881 ,-2.30276 ,0.98226 ,-1.82460 ,-1.67831 ,3.97200 
20150525,22.21,-13.77938 ,5.69863 ,-5.30548 ,1.73366 ,-1.33630 ,-1.47999 ,2.65692 
20150526,22.12,-13.12281 ,1.95715 ,-2.36006 ,5.35276 ,-2.96175 ,-1.51022 ,0.68453 
20150527,22.16,-12.47429 ,1.85420 ,-1.25349 ,3.88265 ,-3.12554 ,0.81032 ,0.08840 
20150528,22.34,-12.38007 ,1.17152 ,-2.83360 ,3.24955 ,-2.32264 ,1.54784 ,0.22711 
20150529,22.51,-12.24391 ,-0.02927 ,-1.11774 ,3.98534 ,-2.70993 ,0.96610 ,1.43867 
20150601,22.53,-11.72575 ,-1.45797 ,-1.54600 ,3.54013 ,-2.10077 ,1.81307 ,1.55656 
20150602,22.45,-11.33279 ,-2.51831 ,-4.23605 ,2.43975 ,-1.32489 ,2.54615 ,1.26845 
20150603,22.6,-11.14660 ,-1.93631 ,1.09856 ,2.17404 ,-2.70448 ,3.24372 ,1.40309 
20150604,23.18,-11.05716 ,-2.29707 ,1.48612 ,2.33380 ,-2.18928 ,2.08236 ,2.44970 
20150605,23.11,-10.47018 ,-4.81201 ,-1.07354 ,3.88127 ,-0.36554 ,-0.38287 ,2.67551 
20150608,23.35,-9.43878 ,-4.91327 ,1.39000 ,2.12204 ,-0.94404 ,2.15620 ,1.70799 
20150609,23.35,-9.00078 ,-6.49948 ,1.09266 ,2.56242 ,-0.50607 ,1.46572 ,1.86713 
20150610,23.09,-8.51846 ,-6.31394 ,0.68029 ,1.89731 ,0.35461 ,1.94710 ,1.37657 
20150611,23.22,-8.34985 ,-4.14896 ,1.96418 ,-0.66288 ,0.72401 ,3.18015 ,1.66021 
20150612,23.63,-8.49387 ,-3.96971 ,1.79010 ,-0.16509 ,0.94514 ,1.53513 ,2.57247 
20150615,23.79,-8.12772 ,-5.75098 ,0.80457 ,1.35070 ,1.41862 ,-0.47397 ,2.90617 
20150616,23.55,-7.34217 ,-5.85870 ,-0.79380 ,0.21270 ,2.08422 ,0.10323 ,1.79198 
20150617,23.55,-7.01822 ,-4.51850 ,2.59198 ,-0.77703 ,0.57263 ,1.68839 ,1.12071 
20150618,23.1,-7.12877 ,-3.59038 ,2.39876 ,-1.06528 ,1.17331 ,0.82347 ,1.34386 
20150622,22.82,-7.42070 ,-0.48581 ,0.66198 ,-3.91227 ,2.71663 ,1.32389 ,1.36142 
20150623,22.78,-8.16664 ,1.72253 ,1.28820 ,-4.74721 ,2.15808 ,0.48986 ,2.29833 
20150624,22.98,-8.81303 ,1.96364 ,0.76350 ,-3.87697 ,2.13806 ,-1.05350 ,1.98179 
20150625,23.82,-9.00417 ,1.16057 ,2.92987 ,-1.70136 ,0.69896 ,-2.78147 ,2.40622 
20150626,23.29,-8.41718 ,-3.13624 ,0.84168 ,2.55943 ,1.10011 ,-5.62846 ,1.92129 
20150629,23.49,-7.40218 ,-0.78733 ,0.83554 ,-1.25069 ,1.73328 ,-0.33702 ,-1.80813 
20150630,23.59,-7.66195 ,-1.67556 ,0.16275 ,0.28475 ,1.64198 ,-1.14096 ,-1.36437 
20150701,23.76,-7.37251 ,-2.42669 ,-0.04586 ,0.63370 ,1.44207 ,-1.06501 ,-0.89476 
20150702,23.64,-7.07645 ,-3.07459 ,0.62917 ,0.67156 ,1.21875 ,-1.27667 ,0.20051 
20150703,23.81,-6.73346 ,-2.79907 ,1.59924 ,0.02439 ,0.90571 ,0.96166 ,-0.85639 
20150706,24.03,-6.66178 ,-3.35329 ,0.63779 ,0.50521 ,1.45336 ,-0.21226 ,-0.07133 
20150707,24.1,-6.26919 ,-4.87556 ,1.54073 ,1.58176 ,0.95979 ,-0.64925 ,0.16259 
20150708,24.1,-5.79703 ,-4.66956 ,1.50257 ,0.77267 ,1.21136 ,-0.10805 ,0.18512 
20150709,24.05,-5.44557 ,-4.68801 ,1.83370 ,0.28267 ,1.33710 ,1.10765 ,-0.40540 
20150713,24.14,-5.27208 ,-4.44463 ,2.04960 ,-0.54984 ,1.59577 ,1.61534 ,-0.19041 
20150714,24.64,-5.14857 ,-4.52336 ,2.44745 ,-0.56608 ,1.70289 ,0.72803 ,0.54152 
20150715,24.28,-4.78583 ,-6.75479 ,-1.17774 ,1.10442 ,3.09189 ,-1.67599 ,0.71149 
20150716,24.2,-4.11875 ,-4.34250 ,2.31853 ,-1.49141 ,1.51808 ,1.60052 ,-0.26878 
20150717,24.74,-4.37353 ,-3.10989 ,3.52042 ,-1.76994 ,1.28080 ,0.97556 ,0.27001 
20150720,24.64,-4.25532 ,-5.94483 ,-0.65125 ,0.94500 ,3.20207 ,-2.38172 ,0.73677 
20150721,24.55,-3.49861 ,-4.94354 ,2.20784 ,-0.58481 ,1.88066 ,-0.42435 ,0.39158 
20150722,24.53,-3.39743 ,-4.30448 ,2.52656 ,-1.03558 ,1.72653 ,0.29089 ,-0.19948 
20150723,24.27,-3.45241 ,-4.08675 ,1.79312 ,-1.05521 ,2.31304 ,0.22563 ,-0.45317 
20150724,24.09,-3.59860 ,-1.52666 ,2.04142 ,-3.22254 ,2.68943 ,0.46535 ,0.64661 
20150727,24.12,-4.09150 ,0.04684 ,2.43338 ,-3.36329 ,2.54630 ,-0.26899 ,0.72418 
20150728,24.54,-4.48274 ,0.13934 ,2.61014 ,-2.27584 ,2.06676 ,-1.75305 ,1.19659 
20150729,24.78,-4.26799 ,-2.33865 ,1.24364 ,0.02307 ,2.54350 ,-3.17066 ,0.97832 
20150730,24.87,-3.54946 ,-3.53063 ,-1.63298 ,0.19477 ,3.47642 ,-2.67063 ,-1.02316 
20150731,24.7,-2.98924 ,-4.26346 ,0.48739 ,0.66573 ,1.98735 ,-1.55213 ,-1.83725 
20150803,24.28,-2.77307 ,-3.17137 ,2.11581 ,-0.27486 ,1.20501 ,0.17134 ,-1.93609 
20150804,24.17,-3.11346 ,0.01036 ,1.93650 ,-2.84314 ,1.82331 ,1.49062 ,-1.44638 
20150805,23.67,-3.82188 ,1.04523 ,2.36050 ,-2.49243 ,1.79391 ,0.24643 ,-0.01426 
20150806,23.68,-4.45359 ,3.96158 ,-0.10877 ,-4.70533 ,3.11924 ,0.84869 ,-0.44599 
20150807,23.36,-5.33598 ,4.00364 ,1.49562 ,-2.95489 ,1.86714 ,-0.86736 ,0.38824 
20150810,23.16,-5.84412 ,5.46101 ,1.85117 ,-3.27021 ,1.62027 ,-0.57143 ,-0.11990 
20150811,23.55,-6.69721 ,6.27155 ,-0.08006 ,-3.08128 ,2.36335 ,-1.15105 ,-0.05603 
20150812,23.42,-6.96469 ,3.81601 ,0.11611 ,0.30348 ,1.50195 ,-3.33388 ,-0.25040 
20150813,23.45,-6.79685 ,3.82938 ,0.05553 ,-0.08685 ,1.09633 ,-1.35092 ,-1.44303 
20150814,23.47,-6.93764 ,3.13437 ,1.81349 ,1.14949 ,0.06966 ,-0.76877 ,-1.66778 
20150817,23.5,-6.90083 ,2.58738 ,0.92298 ,1.53386 ,0.60022 ,-0.36980 ,-2.54237 
20150818,23.51,-6.94490 ,2.66779 ,-0.41612 ,1.33419 ,1.35347 ,-0.28577 ,-1.86933 
20150819,23.39,-6.90416 ,2.12457 ,0.08866 ,1.63014 ,0.63731 ,0.87886 ,-2.27965 
20150820,23.83,-7.02994 ,2.64571 ,0.71585 ,1.11507 ,0.47042 ,1.28479 ,-1.86182 
20150821,23.98,-6.95848 ,0.02178 ,1.01439 ,3.78244 ,0.23682 ,-0.89570 ,-0.09436 
20150824,23.52,-6.18537 ,-0.66305 ,-3.32213 ,1.78452 ,2.19955 ,0.74385 ,-1.62243 
20150825,23.87,-6.29770 ,1.16887 ,-5.60233 ,-1.20199 ,2.25933 ,2.62382 ,-1.58382 
20150826,23.8,-6.71956 ,-0.83356 ,-8.12664 ,0.53376 ,1.21589 ,-0.13372 ,-0.08196 
20150827,24.16,-6.21884 ,-0.17815 ,-6.60042 ,-1.55848 ,-0.49515 ,1.67508 ,-0.00774 
20150828,24.29,-6.15274 ,-2.37772 ,-4.28298 ,0.65381 ,-1.92331 ,-1.02473 ,1.28046 
20150831,24.11,-5.72292 ,-3.62103 ,-8.63369 ,-0.16068 ,-2.01338 ,-0.37081 ,0.17474 
20150901,23.92,-5.18456 ,-1.82327 ,-5.37472 ,-2.71740 ,-3.53288 ,2.30127 ,-0.26774 
20150902,24,-5.43849 ,-0.83852 ,-2.49659 ,-2.73803 ,-4.31706 ,1.87399 ,0.19800 
20150903,23.56,-5.78771 ,-0.63870 ,-1.80565 ,-1.95185 ,-3.74335 ,-0.45415 ,1.46962 
20150904,23.42,-6.12046 ,1.49248 ,-7.86449 ,-5.46079 ,-2.78993 ,1.10439 ,1.01897 
20150907,22.83,-6.65887 ,2.56108 ,0.57201 ,-3.59657 ,-4.94246 ,0.18008 ,1.47188 
20150908,22.94,-7.72189 ,4.52769 ,-8.04635 ,-6.94679 ,-4.14592 ,1.04898 ,1.50616 
20150909,23.13,-8.71010 ,4.05873 ,-8.67329 ,-5.58306 ,-5.15928 ,-1.64775 ,2.28784 
20150910,23.39,-8.68893 ,3.03394 ,-1.13907 ,-2.43783 ,-7.36642 ,-2.13535 ,1.52353 
20150911,23.55,-8.39068 ,1.42634 ,-0.33990 ,-0.37827 ,-6.55841 ,-2.46314 ,0.66503 
20150914,23.22,-7.88444 ,-0.30905 ,0.25460 ,1.26163 ,-5.48110 ,-1.62114 ,-1.18964 
20150915,23.53,-7.73903 ,1.40359 ,-0.52567 ,-0.82463 ,-4.13129 ,0.96476 ,-1.95456 
20150916,23.59,-7.83464 ,0.01019 ,-0.06656 ,0.85103 ,-4.13862 ,-0.52158 ,-1.09670 
20150917,23.64,-7.43221 ,-0.51043 ,0.60504 ,1.07857 ,-3.61674 ,-0.19336 ,-0.99564 
20150918,23.55,-7.16036 ,-0.74605 ,1.05431 ,1.11876 ,-2.72844 ,0.43511 ,-0.95890 
20150921,23.54,-7.03305 ,-0.72104 ,1.21169 ,0.47133 ,-2.47672 ,1.44161 ,-1.34125 
20150922,23.58,-7.09738 ,0.09571 ,-0.05822 ,-0.44353 ,-1.01329 ,0.85186 ,-0.55743 
20150923,23.36,-7.08648 ,-0.13025 ,1.74740 ,-0.05375 ,-1.94353 ,0.00773 ,0.24928 
20150924,23.47,-7.13756 ,1.40754 ,0.24693 ,-1.88079 ,-0.47375 ,0.42659 ,0.16770 
20150925,23.01,-7.32782 ,0.55853 ,0.82885 ,-0.63294 ,-0.31152 ,-0.61245 ,0.64351 
20150930,23.39,-7.49414 ,2.94356 ,-0.37189 ,-3.46546 ,0.18570 ,1.53122 ,-0.11989 
20151001,22.58,-8.08047 ,1.04052 ,0.37887 ,0.09093 ,-0.67940 ,-2.30767 ,1.75618 
20151002,22.03,-8.32682 ,4.91351 ,-2.35680 ,-4.10895 ,0.46689 ,1.42590 ,-0.70380 
20151005,22.18,-9.64910 ,7.83348 ,-1.30601 ,-5.69450 ,-0.24030 ,2.47244 ,0.18312 
20151006,21.98,-10.79064 ,6.31549 ,-0.09066 ,-2.29286 ,-1.35418 ,-0.72203 ,1.05058 
20151007,21.74,-11.15045 ,7.33627 ,0.84097 ,-2.87418 ,-1.35267 ,-0.41522 ,0.99925 
20151008,21.86,-11.81917 ,8.07823 ,-0.84521 ,-2.90298 ,-0.78635 ,-0.07193 ,0.31210 
20151012,21.5,-12.34720 ,7.05573 ,-0.04959 ,-0.79500 ,-1.51270 ,-1.15569 ,0.00653 
20151013,21.14,-12.81616 ,8.16502 ,-1.02502 ,-1.92917 ,-1.40328 ,-0.09218 ,0.03720 
20151014,21.84,-13.62982 ,9.44608 ,-1.44698 ,-2.77368 ,-1.33065 ,0.62399 ,-0.00331 
20151015,22.13,-14.20757 ,4.91616 ,-1.72336 ,2.74921 ,-2.03041 ,-4.22264 ,1.72973 
20151016,21.78,-13.19089 ,2.41963 ,0.68445 ,3.61463 ,-2.81194 ,-1.72960 ,-0.04924 
20151019,21.51,-12.88365 ,3.22217 ,-0.68730 ,1.68649 ,-1.63440 ,1.28941 ,-1.30417 
20151020,21.62,-13.37418 ,3.86490 ,-0.45602 ,1.20793 ,-1.26003 ,2.25050 ,-1.49577 
20151021,21.96,-13.70025 ,3.48768 ,1.17397 ,1.53668 ,-1.62073 ,1.22792 ,0.20508 
20151022,21.96,-13.46760 ,1.53034 ,0.79734 ,2.96415 ,-1.21275 ,0.00270 ,0.79772 
20151023,22.1,-13.02166 ,0.59995 ,1.70503 ,2.87535 ,-1.20691 ,1.09127 ,0.03974 
20151026,22.29,-12.80180 ,-1.01570 ,1.45623 ,3.61555 ,-0.94171 ,1.42637 ,-0.27174 
20151027,22.5,-12.45504 ,-2.34952 ,1.54237 ,4.27437 ,-0.70825 ,1.01054 ,0.05214 
20151028,22.92,-12.16905 ,-3.18414 ,-1.90424 ,3.83449 ,1.01744 ,-0.24010 ,1.01742 
20151029,22.8,-11.35415 ,-5.35378 ,-3.56842 ,4.03703 ,1.30037 ,0.13296 ,0.20051 
20151030,22.88,-10.49627 ,-4.96391 ,1.45736 ,2.67545 ,-0.84101 ,2.76208 ,0.08949 
20151102,22.7,-10.27394 ,-5.47147 ,1.01176 ,2.36497 ,-0.13723 ,2.26500 ,0.55977 
20151103,22.5,-10.11515 ,-4.14642 ,0.65509 ,0.38174 ,0.75465 ,2.94484 ,0.56080 
20151104,22.84,-10.42769 ,-2.06411 ,-1.07670 ,-1.63259 ,1.56996 ,2.26277 ,1.40966 
20151105,23,-10.41750 ,-3.99339 ,0.36462 ,0.50625 ,0.42471 ,0.19676 ,2.05196 
20151106,23.17,-9.87487 ,-5.22900 ,0.78430 ,0.65511 ,0.25703 ,-0.01894 ,1.77316 
20151109,23.07,-9.39699 ,-6.00057 ,2.00714 ,1.11400 ,0.02374 ,-0.17998 ,1.42192 
20151110,23.21,-9.05371 ,-5.33216 ,1.40761 ,0.21366 ,0.67205 ,1.08129 ,0.23985 
20151111,23.17,-8.87087 ,-5.35078 ,1.32156 ,-0.06842 ,0.91960 ,0.65146 ,0.48877 
20151112,23,-8.57749 ,-4.86252 ,1.72366 ,-1.05682 ,0.87442 ,1.14244 ,0.40998 
20151113,23.12,-8.59975 ,-3.14015 ,1.88182 ,-2.68794 ,1.40372 ,1.42786 ,0.74761 
